arm,Carrol C Arms,キャロルＣアーム,1960,1960,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Zyra C Arms,ザイラＣアーム,1961,1961,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Loose C Arms,ルースＣアーム,1962,1962,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Higakure C Arms,ヒガクレＣアーム,1973,1973,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Harokyu D Arms,ハロキュＤアーム,1557,1557,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Evol D Arms・White,エヴォルＤアーム・白,1928,1928,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Evol D Arms・Red,エヴォルＤアーム・赤,1929,1929,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Evol D Arms・Blue,エヴォルＤアーム・青,1930,1930,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Evol D Arms・Purple,エヴォルＤアーム・紫,1931,1931,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Blue Ice Emperor D Arms,蒼皇氷Ｄアーム,1871,1871,TRUE,TRUE,TRUE,TRUE,FALSE
arm,White Ice Emperor D Arms,白皇氷Ｄアーム,1872,1872,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Red Ice Emperor D Arms,紅皇氷Ｄアーム,1873,1873,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Rance C Arms,ランセＣアーム,1975,1975,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Santa D Arms,サンタＤアーム,700,700,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Anteka Dグローブ,ガウシカＤグローブ,1527,1527,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Sakufi D Arms,サクフィＤアーム,1911,1911,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Asumo D Arms,アスモＤアーム,1932,1932,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Dios D Arms,ディオスＤアーム,1921,1921,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Asteli D Arms・White,アステリＤアーム・白,1693,1693,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Asteli D Arms・Blue,アステリＤアーム・青,1694,1694,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Asteli D Arms・Red,アステリＤアーム・赤,1695,1695,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Asteli D Arms・Black,アステリＤアーム・黒,1696,1696,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lien D Arms・Blue,リアンＤアーム・青,424,424,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lien D Arms・Red,リアンＤアーム・赤,425,425,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lien D Arms・Black,リアンＤアーム・黒,426,426,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lien D Arms・White,リアンＤアーム・白,427,427,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lien D Arms・Crimson,リアンＤアーム・紅,440,440,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lien D Arms・藍,リアンＤアーム・藍,775,775,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lien D Arms・Peach,リアンＤアーム・桃,776,776,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Carrol D Arms・Black,キャロルＤアーム・黒,1490,1490,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Carrol D Arms・Blue,キャロルＤアーム・青,1491,1491,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Carrol D Arms・White,キャロルＤアーム・白,1492,1492,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Carrol D Arms・Red,キャロルＤアーム・赤,1493,1493,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Carrol D Arms・Peach,キャロルＤアーム・桃,1726,1726,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Gothic D Arms,ゴシックＤアーム,251,251,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Kirin D Arms ロング,キリンＤアームロング,93,93,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Farunokku D Arms,ファルノＤアーム,1175,1175,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Farunokku D Guard,ファルノＤガード,1176,1176,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Pokara D Arms,ポカラＤアーム,1179,1179,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Pokara D Guard,ポカラＤガード,1180,1180,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Genesis D【手袋】,創音奏Ｄ【手袋】,1654,1654,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Motion D【手袋】,音紡奏Ｄ【手袋】,1655,1655,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Lightning D [Kote 】,照雷Ｄ【篭手】,1802,1802,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Thunder D [Kote 】,明雷Ｄ【篭手】,1803,1803,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Toridcless D Arms,トリドＤアーム,1760,1760,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Toridcless D Guard,トリドＤガード,1761,1761,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Guan D Arms,グァンＤアーム,1852,1852,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Guan D Guard,グァンＤガード,1853,1853,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Varusa D Arms,ヴァルＤアーム,1656,1656,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Varusa D Guard,ヴァルＤガード,1657,1657,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Toa D Arms,トアＤアーム,1875,1875,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Toa D Guard,トアＤガード,1876,1876,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Blitz D Arms,ブリッツＤアーム,792,792,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Stroma D Arms,ストロマＤアーム,1264,1264,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Stroma D Guard,ストロマＤガード,1265,1265,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Elegance D [Kote 】,雅深Ｄ【篭手】,1637,1637,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Grace D [Kote 】,雅淵Ｄ【篭手】,1638,1638,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Altera D Arms,アルテラＤアーム,1336,1336,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Altera D Guard,アルテラＤガード,1337,1337,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Pobo D Arms,ポボルムＤアーム,1652,1652,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Pobo D Guard,ポボルムＤガード,1653,1653,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Zinogre C Arms,ジンオウＣアーム,1794,1794,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Zinogre C Guard,ジンオウＣガード,1795,1795,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Hornetaur UD Arms,タロスＵＤアーム,153,153,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Hornetaur UD Guard,タロスＵＤガード,153,153,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Rathalos D Arms,レウスＤアーム,12,10,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Rathalos D Guard,レウスＤガード,13,11,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Gogo D Arms,ゴゴＤアーム,1030,1030,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Gogo D Guard,ゴゴＤガード,1031,1031,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Azul D Arms,アスールＤアーム,348,348,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Azul D Guard,アスールＤガード,349,349,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Harvest D Arms,ハーヴェストＤアーム,550,550,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Harvest D Guard,ハーヴェストＤガード,551,551,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Melan D Arms,メランＤアーム,395,395,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Melan D Guard,メランＤガード,396,396,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Diru D Arms,ディールＤアーム,594,594,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Diru D Guard,ディールＤガード,595,595,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Tandress D Arms,タンドレスＤアーム,1194,1194,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Tandress D Guard,タンドレスＤガード,1195,1195,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Rance D Arms,ランセＤアーム,1733,1733,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Rance D Guard,ランセＤガード,1734,1734,TRUE,TRUE,TRUE,TRUE,FALSE
arm,Ganeto D Arms,ガネトＤアーム,1776,1776,TRUE,TRUE,TRUE,TRUE,FALSE
