body,Carrol C Suit,キャロルＣスーツ,1960,1960,TRUE,TRUE,TRUE,TRUE,FALSE
body,Zyra C Mail,ザイラＣメイル,1961,1961,TRUE,TRUE,TRUE,TRUE,FALSE
body,Loose C Suit,ルースＣスーツ,1962,1962,TRUE,TRUE,TRUE,TRUE,FALSE
body,Higakure C Mail,ヒガクレＣメイル,1973,1973,TRUE,TRUE,TRUE,TRUE,FALSE
body,Harokyu D Vest,ハロキュＤレジスト,1557,1557,TRUE,TRUE,TRUE,TRUE,FALSE
body,Evol D Mail・White,エヴォルＤメイル・白,1928,1928,TRUE,TRUE,TRUE,TRUE,FALSE
body,Evol D Mail・Red,エヴォルＤメイル・赤,1929,1929,TRUE,TRUE,TRUE,TRUE,FALSE
body,Evol D Mail・Blue,エヴォルＤメイル・青,1930,1930,TRUE,TRUE,TRUE,TRUE,FALSE
body,Evol D Mail・Purple,エヴォルＤメイル・紫,1931,1931,TRUE,TRUE,TRUE,TRUE,FALSE
body,Blue Ice Emperor D Mail,蒼皇氷Ｄメイル,1871,1871,TRUE,TRUE,TRUE,TRUE,FALSE
body,White Ice Emperor D Mail,白皇氷Ｄメイル,1872,1872,TRUE,TRUE,TRUE,TRUE,FALSE
body,Red Ice Emperor D Mail,紅皇氷Ｄメイル,1873,1873,TRUE,TRUE,TRUE,TRUE,FALSE
body,Rance C Jacket,ランセＣジャケット,1975,1975,TRUE,TRUE,TRUE,TRUE,FALSE
body,Santa D Vest,サンタＤベスト,700,700,TRUE,TRUE,TRUE,TRUE,FALSE
body,Anteka D Vest,ガウシカＤベスト,1527,1527,TRUE,TRUE,TRUE,TRUE,FALSE
body,Sakufi D Mail,サクフィＤメイル,1911,1911,TRUE,TRUE,TRUE,TRUE,FALSE
body,Asumo D Mail,アスモＤメイル,1932,1932,TRUE,TRUE,TRUE,TRUE,FALSE
body,Dios D Suit,ディオスＤスーツ,1921,1921,TRUE,TRUE,TRUE,TRUE,FALSE
body,Asteli D Vest・White,アステリＤベスト・白,1693,1693,TRUE,TRUE,TRUE,TRUE,FALSE
body,Asteli D Vest・Blue,アステリＤベスト・青,1694,1694,TRUE,TRUE,TRUE,TRUE,FALSE
body,Asteli D Vest・Red,アステリＤベスト・赤,1695,1695,TRUE,TRUE,TRUE,TRUE,FALSE
body,Asteli D Vest・Black,アステリＤベスト・黒,1696,1696,TRUE,TRUE,TRUE,TRUE,FALSE
body,Lien D Vest・Blue,リアンＤベスト・青,441,440,TRUE,TRUE,TRUE,TRUE,FALSE
body,Lien D Vest・Red,リアンＤベスト・赤,442,441,TRUE,TRUE,TRUE,TRUE,FALSE
body,Lien D Vest・Black,リアンＤベスト・黒,443,442,TRUE,TRUE,TRUE,TRUE,FALSE
body,Lien D Vest・White,リアンＤベスト・白,444,443,TRUE,TRUE,TRUE,TRUE,FALSE
body,Lien D Vest・Crimson,リアンＤベスト・紅,457,456,TRUE,TRUE,TRUE,TRUE,FALSE
body,Lien D Vest・藍,リアンＤベスト・藍,775,775,TRUE,TRUE,TRUE,TRUE,FALSE
body,Lien D Vest・Peach,リアンＤベスト・桃,776,776,TRUE,TRUE,TRUE,TRUE,FALSE
body,Carrol D Suit・Black,キャロルＤスーツ・黒,1490,1490,TRUE,TRUE,TRUE,TRUE,FALSE
